"Measure","2005","2010","2038","2050","Units"
"PopHousehold.01_01_EP_NW",4139,5723,8429,8315,"Population in households in MPO boundary"
"PopHousehold.02_02_WC_Ctr",3619,6112,5874,5899,"Population in households in MPO boundary"
"PopHousehold.03_03_CP_W",5192,6652,11362,11186,"Population in households in MPO boundary"
"PopHousehold.04_04_JACK",5713,5879,7359,7298,"Population in households in MPO boundary"
"PopHousehold.05_05_WMED_NE",4113,5881,4580,4361,"Population in households in MPO boundary"
"PopHousehold.06_06_EMED_NE",3079,2981,15385,15442,"Population in households in MPO boundary"
"PopHousehold.07_07_PHX_Ctr",6527,7743,8683,8705,"Population in households in MPO boundary"
"PopHousehold.08_08_TAL_Ctr",6304,6556,8707,8713,"Population in households in MPO boundary"
"PopHousehold.09_09_ASH_N",4427,4379,6494,6459,"Population in households in MPO boundary"
"PopHousehold.10_10_TOLO",1013,1526,953,944,"Population in households in MPO boundary"
"PopHousehold.11_11_NMED_N",3562,3986,11920,11717,"Population in households in MPO boundary"
"PopHousehold.09_12_ASH_Ctr",5201,4428,5821,5799,"Population in households in MPO boundary"
"PopHousehold.03_13_CP_E",3065,3971,7060,7159,"Population in households in MPO boundary"
"PopHousehold.05_14_WMED_SE",4023,4370,8002,8103,"Population in households in MPO boundary"
"PopHousehold.05_15_WMED_E",3388,5269,3285,3261,"Population in households in MPO boundary"
"PopHousehold.06_16_EMED_NW",6116,6799,6318,6320,"Population in households in MPO boundary"
"PopHousehold.06_17_EMED_SW",5965,5529,7877,7913,"Population in households in MPO boundary"
"PopHousehold.11_18_NMED_SW",3928,4513,3887,3945,"Population in households in MPO boundary"
"PopHousehold.09_19_ASH_SW",6090,5148,7202,7356,"Population in households in MPO boundary"
"PopHousehold.06_20_EMED_N",6456,5952,9477,9493,"Population in households in MPO boundary"
"PopHousehold.01_21_EP_SE",3499,4127,9003,9035,"Population in households in MPO boundary"
"PopHousehold.02_22_WC_S",2173,3524,2669,2650,"Population in households in MPO boundary"
"PopHousehold.06_23_EMED_Ctr",3601,2502,4301,4319,"Population in households in MPO boundary"
"PopHousehold.03_24_CP_N",3147,3903,3895,3903,"Population in households in MPO boundary"
"PopHousehold.03_25_CP_S",4798,5351,5083,5137,"Population in households in MPO boundary"
"PopHousehold.05_26_WMED_NW",4925,4839,7056,7010,"Population in households in MPO boundary"
"PopHousehold.05_27_WMED_Ctr",2883,3810,4321,4323,"Population in households in MPO boundary"
"PopHousehold.06_28_EMED_SE",2580,2022,19394,19377,"Population in households in MPO boundary"
"PopHousehold.07_29_PHX_W",1433,1401,1066,1128,"Population in households in MPO boundary"
"PopHousehold.07_30_PHX_E",921,783,1323,1355,"Population in households in MPO boundary"
"PopHousehold.09_31_ASH_CtrE",4818,4611,8278,8300,"Population in households in MPO boundary"
"PopHousehold.11_32_NMED_SE",3864,3931,4985,4983,"Population in households in MPO boundary"
"PopHousehold.08_33_TAL_E",998,895,754,798,"Population in households in MPO boundary"
"PopHousehold.08_34_TAL_W",1298,1164,1067,1072,"Population in households in MPO boundary"
"PopHousehold.09_35_ASH_E",1978,1824,1842,1900,"Population in households in MPO boundary"
"PopHousehold.09_36_ASH_NW",4443,4060,6700,6830,"Population in households in MPO boundary"
"PopHousehold.05_37_WMED_SW",5689,5915,7886,7823,"Population in households in MPO boundary"
"PopHousehold.05_38_WMED_ESE",3422,4428,3102,3136,"Population in households in MPO boundary"
"PopHousehold.06_39_EMED_W",5658,5624,5860,5793,"Population in households in MPO boundary"
"PopGroupQtr.01_01_EP_NW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.02_02_WC_Ctr",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.03_03_CP_W",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.04_04_JACK",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_05_WMED_NE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_06_EMED_NE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.07_07_PHX_Ctr",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.08_08_TAL_Ctr",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_09_ASH_N",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.10_10_TOLO",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.11_11_NMED_N",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_12_ASH_Ctr",773,1117,1993,1993,"Population in group quarters in MPO boundary"
"PopGroupQtr.03_13_CP_E",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_14_WMED_SE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_15_WMED_E",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_16_EMED_NW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_17_EMED_SW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.11_18_NMED_SW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_19_ASH_SW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_20_EMED_N",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.01_21_EP_SE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.02_22_WC_S",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_23_EMED_Ctr",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.03_24_CP_N",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.03_25_CP_S",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_26_WMED_NW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_27_WMED_Ctr",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_28_EMED_SE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.07_29_PHX_W",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.07_30_PHX_E",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_31_ASH_CtrE",3,4,7,7,"Population in group quarters in MPO boundary"
"PopGroupQtr.11_32_NMED_SE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.08_33_TAL_E",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.08_34_TAL_W",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_35_ASH_E",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.09_36_ASH_NW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_37_WMED_SW",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.05_38_WMED_ESE",0,0,0,0,"Population in group quarters in MPO boundary"
"PopGroupQtr.06_39_EMED_W",0,0,0,0,"Population in group quarters in MPO boundary"
"IncomeCapHousehold.01_01_EP_NW",20174.9350004968,24008.4822805247,23496.4384697975,25710.5980789623,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.02_02_WC_Ctr",10833.5108319526,20421.5356161412,13807.9052186991,15109.2860342003,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.03_03_CP_W",28240.4101226677,28370.1253716995,32387.6962723644,34793.9014628298,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.04_04_JACK",35401.142536947,36596.5928994308,39310.601228248,42359.8567606619,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.05_05_WMED_NE",10543.6480835612,19234.5969786867,13176.3199464655,15384.5273137084,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.06_06_EMED_NE",38848.4455921847,37104.8559336204,42148.8486052851,44329.9552929221,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.07_07_PHX_Ctr",19945.4976269276,21705.1814087534,24154.8123189543,26101.228266383,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.08_08_TAL_Ctr",18003.3397825088,21024.9573673255,21758.9140403123,23190.9644435433,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.09_09_ASH_N",38911.2459609224,41039.1539047486,42723.6398609412,45194.7126587074,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.10_10_TOLO",25857.5702007107,25037.7609262635,31008.2648010036,32313.0736901046,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.11_11_NMED_N",25076.029308426,26803.939385104,27607.4208390234,30408.5474562258,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.09_12_ASH_Ctr",23792.7837298915,26347.2012566034,25947.3548799372,28948.4679580888,"Average annual per capita income of MPO households in 2005 dollars"
"IncomeCapHousehold.03_13_CP_E",21997.8882904698,22893.2988915523,26304.2067023459,27981.6050831608,"Average annual per capita income of MPO households in 2005 dollars"
